"origin","dest","year","flow_2.5%","flow_50%","flow_97.5%"
"Spain","Ireland","2019",1538.3,2401.2,3740.2
"Sweden","Ireland","2019",250,349.6,485.8
"Switzerland","Ireland","2019",358.8,500.7,702.5
"United Kingdom","Ireland","2019",9188.7,24809.2,65042
"North Macedonia","Ireland","2019",5.3,11.4,24.5
"Other Europe","Ireland","2019",416.5,942.1,2151.2
"North Africa","Ireland","2019",191.8,437.9,969.7
"Sub-Saharan Africa","Ireland","2019",1354.1,3045.8,6766.9
"West Asia","Ireland","2019",996.2,2197.5,4954.8
"East Asia","Ireland","2019",1163.7,2553.7,5741
"South-Southeast Asia","Ireland","2019",1762.3,4047.4,8855.9
"North America and Oceania","Ireland","2019",7733,17349.4,38256.5
"Latin America","Ireland","2019",2160.6,4844.2,10667.5
"Austria","Italy","2019",1495.5,2125.1,3024.3
"Belgium","Italy","2019",1946.6,2742.9,3891.9
"Bulgaria","Italy","2019",5155.9,7793.9,11868.4
"Croatia","Italy","2019",1335,2018.7,3087.9
"Cyprus","Italy","2019",69.2,108.7,170.8
"Czechia","Italy","2019",570.5,899,1389.9
"Denmark","Italy","2019",721.8,963.9,1278.6
"Estonia","Italy","2019",135.1,207.7,318.5
"Finland","Italy","2019",252.9,338.1,449
"France","Italy","2019",7502.9,10688.9,15087.9
"Germany","Italy","2019",10171.9,15667.7,24168.1
"Greece","Italy","2019",1170.3,1809.2,2810.5
"Hungary","Italy","2019",991.2,1534.6,2351.7
"Iceland","Italy","2019",28.7,41.1,58.4
"Ireland","Italy","2019",815.2,1263,1947.5
"Italy","Italy","2019",NA,NA,NA
"Latvia","Italy","2019",280.8,439.6,682.3
"Liechtenstein","Italy","2019",17.1,25.7,39.4
"Lithuania","Italy","2019",382.3,531.2,755.7
"Luxembourg","Italy","2019",328,502.6,780
"Malta","Italy","2019",341.4,527.6,817.5
"Netherlands","Italy","2019",1863,2497.4,3333.3
"Norway","Italy","2019",262.1,352.3,469.4
"Poland","Italy","2019",3929.5,6115.9,9456.5
"Portugal","Italy","2019",891.2,1368.6,2152
"Romania","Italy","2019",65483.7,102332.1,159184.7
"Slovakia","Italy","2019",691.2,1043.2,1595
"Slovenia","Italy","2019",506.5,732.6,1040.6
"Spain","Italy","2019",6733.9,9508.1,13325.9
"Sweden","Italy","2019",588.2,788.5,1053
"Switzerland","Italy","2019",6437.7,8589,11474.1
"United Kingdom","Italy","2019",9088,13865.7,21048.6
"North Macedonia","Italy","2019",2106,2733.5,3542.3
"Other Europe","Italy","2019",44959.5,58087.2,75605.1
"North Africa","Italy","2019",34787.2,44750.4,58268
"Sub-Saharan Africa","Italy","2019",26169.8,34167.9,44616.3
"West Asia","Italy","2019",6676.5,8716.2,11335.6
"East Asia","Italy","2019",12363.6,16019.6,20975.1
"South-Southeast Asia","Italy","2019",43352.1,56204.4,72589.1
"North America and Oceania","Italy","2019",5138.6,6694.4,8767.8
"Latin America","Italy","2019",48287.6,62530.6,81496.4
"Austria","Latvia","2019",83.6,131.5,208.3
"Belgium","Latvia","2019",105.2,164.9,258.8
"Bulgaria","Latvia","2019",38.9,85.9,185.7
"Croatia","Latvia","2019",3.9,8.7,19
"Cyprus","Latvia","2019",5.1,26.8,130.4
"Czechia","Latvia","2019",18.5,91.2,443.9
"Denmark","Latvia","2019",299.9,421.6,589
"Estonia","Latvia","2019",137.3,279.6,563.7
"Finland","Latvia","2019",60,86.9,126.7
"France","Latvia","2019",239.9,375.3,583.8
"Germany","Latvia","2019",238.1,1250.4,6222
"Greece","Latvia","2019",12.6,62.6,314.3
"Hungary","Latvia","2019",17.7,88.7,442.3
"Iceland","Latvia","2019",83.2,119.8,169.7
"Ireland","Latvia","2019",436.5,1198.6,3292.3
"Italy","Latvia","2019",99.5,155.1,243.2
"Latvia","Latvia","2019",NA,NA,NA
"Liechtenstein","Latvia","2019",0,0.1,0.4
"Lithuania","Latvia","2019",138.7,217.9,346.1
"Luxembourg","Latvia","2019",2.4,12.7,61.6
"Malta","Latvia","2019",1.7,8.6,42.5
"Netherlands","Latvia","2019",281.7,395.2,551.6
"Norway","Latvia","2019",288.9,403.4,564.6
"Poland","Latvia","2019",87.4,429.1,2093.9
"Portugal","Latvia","2019",9.7,47.2,237.6
"Romania","Latvia","2019",5,24.6,123.7
"Slovakia","Latvia","2019",8.5,19.3,43.7
"Slovenia","Latvia","2019",2.8,5.1,9.4
"Spain","Latvia","2019",56.7,286.4,1392
"Sweden","Latvia","2019",165,233,325.2
"Switzerland","Latvia","2019",80.5,113.3,162.1
"United Kingdom","Latvia","2019",1682.8,4257.2,10987.7
"North Macedonia","Latvia","2019",1.4,4,10.6
"Other Europe","Latvia","2019",687.2,6096.9,57181.9
"North Africa","Latvia","2019",7,58.6,509.9
"Sub-Saharan Africa","Latvia","2019",25.4,204,1723.1
"West Asia","Latvia","2019",99.3,900.1,7802.1
"East Asia","Latvia","2019",36.2,311.6,2642.7
"South-Southeast Asia","Latvia","2019",23.8,196.8,1788.1
"North America and Oceania","Latvia","2019",31.7,289.1,2397.4
"Latin America","Latvia","2019",21.1,168.6,1397
"Austria","Liechtenstein","2019",75.8,110.9,160.9
"Belgium","Liechtenstein","2019",1.8,3.2,5.6
"Bulgaria","Liechtenstein","2019",0.6,1.4,3
"Croatia","Liechtenstein","2019",2.8,5.2,9.7
"Cyprus","Liechtenstein","2019",0.3,0.8,1.9
"Czechia","Liechtenstein","2019",2,3.9,7.7
"Denmark","Liechtenstein","2019",1.1,2.1,3.9
"Estonia","Liechtenstein","2019",0.1,0.3,0.8
"Finland","Liechtenstein","2019",0.6,1.1,2.3
"France","Liechtenstein","2019",4.4,8.1,14.4
"Germany","Liechtenstein","2019",70.7,113,178.7
"Greece","Liechtenstein","2019",1.3,2.7,5.4
"Hungary","Liechtenstein","2019",2.6,5.1,9.5
"Iceland","Liechtenstein","2019",0.1,0.3,0.7
"Ireland","Liechtenstein","2019",0.8,1.8,3.7
"Italy","Liechtenstein","2019",19.4,30.1,46
"Latvia","Liechtenstein","2019",0.2,0.6,1.7
"Liechtenstein","Liechtenstein","2019",NA,NA,NA
"Lithuania","Liechtenstein","2019",0.4,0.8,1.7
"Luxembourg","Liechtenstein","2019",1,2.1,4.5
"Malta","Liechtenstein","2019",0.3,0.8,2
"Netherlands","Liechtenstein","2019",1.5,2.8,4.9
"Norway","Liechtenstein","2019",0.4,0.9,1.9
"Poland","Liechtenstein","2019",2.1,4.2,7.9
"Portugal","Liechtenstein","2019",5.2,9.5,16.8
"Romania","Liechtenstein","2019",1.3,2.8,5.8
"Slovakia","Liechtenstein","2019",2.3,4.4,8.2
"Slovenia","Liechtenstein","2019",2.5,4.4,7.7
"Spain","Liechtenstein","2019",10.2,17.7,30.7
"Sweden","Liechtenstein","2019",1.4,2.6,4.6
"Switzerland","Liechtenstein","2019",376.8,503.1,667.8
"United Kingdom","Liechtenstein","2019",6,11.1,19.7
"North Macedonia","Liechtenstein","2019",1.2,2.4,4.6
"Other Europe","Liechtenstein","2019",32.5,46.1,64.6
"North Africa","Liechtenstein","2019",3.3,5.8,10
"Sub-Saharan Africa","Liechtenstein","2019",7.3,12,18.8
"West Asia","Liechtenstein","2019",5.3,9,14.8
"East Asia","Liechtenstein","2019",9.9,15.9,24.8
"South-Southeast Asia","Liechtenstein","2019",12.3,19.2,29.4
"North America and Oceania","Liechtenstein","2019",14.3,22.1,32.8
"Latin America","Liechtenstein","2019",21.8,32.3,47.9
"Austria","Lithuania","2019",67.7,98.6,142.2
"Belgium","Lithuania","2019",116,167.7,241.4
"Bulgaria","Lithuania","2019",27.8,44.1,69.1
"Croatia","Lithuania","2019",9.8,16.3,26.6
"Cyprus","Lithuania","2019",73.4,116,179.9
"Czechia","Lithuania","2019",33.9,53.6,86.1
"Denmark","Lithuania","2019",970.2,1283.4,1690.4
"Estonia","Lithuania","2019",48.7,76,117.1
"Finland","Lithuania","2019",65.4,89,122
"France","Lithuania","2019",203.5,290.7,411.4
"Germany","Lithuania","2019",1315.4,2004.7,3140.1
"Greece","Lithuania","2019",54.6,86.3,139.5
"Hungary","Lithuania","2019",17.6,28.1,45.9
"Iceland","Lithuania","2019",228.7,307.7,412.4
"Ireland","Lithuania","2019",1537.3,2376.4,3656.6
"Italy","Lithuania","2019",231.8,326.9,467.8
"Latvia","Lithuania","2019",218.6,336,528.4
"Liechtenstein","Lithuania","2019",0.1,0.2,0.4
"Lithuania","Lithuania","2019",NA,NA,NA
"Luxembourg","Lithuania","2019",16.4,27.1,43.8
"Malta","Lithuania","2019",25,39.6,63.1
"Netherlands","Lithuania","2019",469,624.1,835.9
"Norway","Lithuania","2019",1537.1,2035.9,2732.9
"Poland","Lithuania","2019",123.4,191.4,299.4
"Portugal","Lithuania","2019",37.9,60.2,95.1
"Romania","Lithuania","2019",46.1,71.8,114
"Slovakia","Lithuania","2019",9.8,16.2,26.8
"Slovenia","Lithuania","2019",6,9.6,15.3
"Spain","Lithuania","2019",612.1,871,1235.1
"Sweden","Lithuania","2019",388.6,519.2,698.1
"Switzerland","Lithuania","2019",101.7,137,182.2
"United Kingdom","Lithuania","2019",8315.8,12773.2,19521.6
"North Macedonia","Lithuania","2019",2.6,4.6,8.1
"Other Europe","Lithuania","2019",11669.3,15322,19862
"North Africa","Lithuania","2019",58.7,80.5,109.2
"Sub-Saharan Africa","Lithuania","2019",123.8,167.1,221.5
"West Asia","Lithuania","2019",739.4,965.9,1260.4
"East Asia","Lithuania","2019",166.7,222.1,295.3
"South-Southeast Asia","Lithuania","2019",446.8,584.1,770.8
"North America and Oceania","Lithuania","2019",802.3,1048.7,1356.9
"Latin America","Lithuania","2019",100.9,135.4,181.5
"Austria","Luxembourg","2019",83,132.1,208.5
"Belgium","Luxembourg","2019",1672.8,2596.4,3969.1
"Bulgaria","Luxembourg","2019",37,78.9,167.7
"Croatia","Luxembourg","2019",65.8,135,281.6
"Cyprus","Luxembourg","2019",2.9,14.3,70.2
"Czechia","Luxembourg","2019",19.3,90.5,452.7
"Denmark","Luxembourg","2019",71.6,101,147.2
"Estonia","Luxembourg","2019",14.8,30.6,63.1
"Finland","Luxembourg","2019",69,100.4,143.4
"France","Luxembourg","2019",2687.3,4151.6,6574.3
"Germany","Luxembourg","2019",452,2376.7,11512.4
"Greece","Luxembourg","2019",69.4,348.9,1713.9
"Hungary","Luxembourg","2019",44.5,202.7,1005.2
"Iceland","Luxembourg","2019",8.6,14.2,23.5
"Ireland","Luxembourg","2019",36.1,103.6,289.6
"Italy","Luxembourg","2019",1844.5,2832.1,4374.5
"Latvia","Luxembourg","2019",6.4,31.4,151.2
"Liechtenstein","Luxembourg","2019",0.7,1.6,3.3
"Lithuania","Luxembourg","2019",67.3,107.4,168.5
"Luxembourg","Luxembourg","2019",NA,NA,NA
"Malta","Luxembourg","2019",2.4,12,61.4
"Netherlands","Luxembourg","2019",246.9,342.4,480.8
"Norway","Luxembourg","2019",23.4,35.6,54.7
"Poland","Luxembourg","2019",87.2,448.6,2191.6
"Portugal","Luxembourg","2019",449.2,2169.6,11125.9
"Romania","Luxembourg","2019",26.8,140.9,683.3
"Slovakia","Luxembourg","2019",30.8,67,138
"Slovenia","Luxembourg","2019",40.1,65,104.2
"Spain","Luxembourg","2019",142.1,706.3,3550.2
"Sweden","Luxembourg","2019",86.1,123.1,178
"Switzerland","Luxembourg","2019",215.7,300.1,418.4
"United Kingdom","Luxembourg","2019",161.2,833.6,4026.9
"North Macedonia","Luxembourg","2019",3.1,8.4,21.5
"Other Europe","Luxembourg","2019",48.1,397.6,3395.2
"North Africa","Luxembourg","2019",10.7,92,874.8
"Sub-Saharan Africa","Luxembourg","2019",32.3,303,2493.1
"West Asia","Luxembourg","2019",7.3,63.2,561.8
"East Asia","Luxembourg","2019",11.4,108.6,905.8
"South-Southeast Asia","Luxembourg","2019",16.8,149.4,1240.6
"North America and Oceania","Luxembourg","2019",29.3,260.7,2487.7
"Latin America","Luxembourg","2019",23.3,196.6,1693.9
"Austria","Malta","2019",14.3,24.4,41.9
"Belgium","Malta","2019",41,64.2,101
"Bulgaria","Malta","2019",59.4,126.7,271.8
"Croatia","Malta","2019",9.6,20.7,44.3
"Cyprus","Malta","2019",2.5,13.2,63.6
"Czechia","Malta","2019",6.2,30.9,143.4
"Denmark","Malta","2019",42,61.3,89.4
"Estonia","Malta","2019",4.2,8.6,18.2
"Finland","Malta","2019",79.8,113.8,162.9
"France","Malta","2019",277.3,432.2,672
"Germany","Malta","2019",51.5,252.5,1248.5
"Greece","Malta","2019",9.5,46,223.7
"Hungary","Malta","2019",10.9,55.7,276
"Iceland","Malta","2019",2.2,4.2,7.4
"Ireland","Malta","2019",14.9,43.5,127.6
"Italy","Malta","2019",1460.6,2261.3,3532.4
"Latvia","Malta","2019",2.3,11.6,58.6
"Liechtenstein","Malta","2019",0.1,0.2,0.6
"Lithuania","Malta","2019",47.7,76.3,119.5
"Luxembourg","Malta","2019",1.3,6.1,31
"Malta","Malta","2019",NA,NA,NA
"Netherlands","Malta","2019",96.5,135.9,191.4
"Norway","Malta","2019",20,31.4,48.4
"Poland","Malta","2019",9.8,49.9,250.1
"Portugal","Malta","2019",5.8,28.9,142
"Romania","Malta","2019",10.5,52.3,263.2
"Slovakia","Malta","2019",16.2,35.3,75.7
"Slovenia","Malta","2019",9.7,16.4,27.2
"Spain","Malta","2019",19.8,100.3,484.5
"Sweden","Malta","2019",177,250,351.5
"Switzerland","Malta","2019",51.3,74.1,107.8
"United Kingdom","Malta","2019",387.1,2188,11636.1
"North Macedonia","Malta","2019",1.2,3.9,9.9
"Other Europe","Malta","2019",18.8,156.7,1361.1
"North Africa","Malta","2019",25.7,223.5,1972
"Sub-Saharan Africa","Malta","2019",58.4,474.8,4092.7
"West Asia","Malta","2019",12.3,111.6,992.4
"East Asia","Malta","2019",7.8,67.4,609
"South-Southeast Asia","Malta","2019",18.9,167.1,1409.6
"North America and Oceania","Malta","2019",39.5,351.4,2905.3
"Latin America","Malta","2019",8.9,84.5,685.5
"Austria","Netherlands","2019",711.8,902.3,1145.1
"Belgium","Netherlands","2019",7684,9694.9,12223.2
"Bulgaria","Netherlands","2019",4832.5,6215.8,8004.1
"Croatia","Netherlands","2019",546.1,713.1,925.5
"Cyprus","Netherlands","2019",257.7,340.8,451
"Czechia","Netherlands","2019",704.6,918.2,1189.4
"Denmark","Netherlands","2019",801.5,992.1,1223.4
"Estonia","Netherlands","2019",193,253,329.6
"Finland","Netherlands","2019",558.2,689.8,859.9
"France","Netherlands","2019",4104.4,5203.6,6595.3
"Germany","Netherlands","2019",11632.8,14973.5,19394
"Greece","Netherlands","2019",3431.8,4454.5,5732.5
"Hungary","Netherlands","2019",1945.4,2520.2,3256
"Iceland","Netherlands","2019",83.6,106.9,138.1
"Ireland","Netherlands","2019",1284.6,1681.9,2168.6
"Italy","Netherlands","2019",5257.3,6653.4,8421
"Latvia","Netherlands","2019",833.5,1087.5,1415.2
"Liechtenstein","Netherlands","2019",2.1,3.6,6
"Lithuania","Netherlands","2019",1091.1,1373.7,1745.1
"Luxembourg","Netherlands","2019",376.4,499.7,648.9
"Malta","Netherlands","2019",179.3,235,309.3
"Netherlands","Netherlands","2019",NA,NA,NA
"Norway","Netherlands","2019",573,714,884.3
"Poland","Netherlands","2019",15084.3,19643,25419
"Portugal","Netherlands","2019",2296.5,2972.3,3875.8
"Romania","Netherlands","2019",4850.1,6322.7,8101.7
"Slovakia","Netherlands","2019",761.5,985.1,1269.6
"Slovenia","Netherlands","2019",182.7,235.1,300.8
"Spain","Netherlands","2019",5931.8,7538.6,9515.9
"Sweden","Netherlands","2019",1100,1362.6,1686.3
"Switzerland","Netherlands","2019",1304.6,1620.9,2018.9
"United Kingdom","Netherlands","2019",9028.8,11742.7,15124.8
"North Macedonia","Netherlands","2019",180.1,238,309.3
"Other Europe","Netherlands","2019",10802.5,14030.8,18152.8
"North Africa","Netherlands","2019",3919.9,5099.8,6617.7
"Sub-Saharan Africa","Netherlands","2019",8630.9,11129.1,14452.8
"West Asia","Netherlands","2019",9621.4,12582.4,16179.6
"East Asia","Netherlands","2019",7168.8,9196.1,11810.3
"South-Southeast Asia","Netherlands","2019",13233,17283.6,22280.3
"North America and Oceania","Netherlands","2019",9139.8,11867,15227.6
"Latin America","Netherlands","2019",9133.3,11767.4,15263.8
"Austria","Norway","2019",135.7,177,229.2
"Belgium","Norway","2019",259.4,331.2,426.4
"Bulgaria","Norway","2019",553.2,717.6,941.2
"Croatia","Norway","2019",478.9,621.5,811
"Cyprus","Norway","2019",38.4,54.9,79.1
"Czechia","Norway","2019",156.1,206.8,275.2
"Denmark","Norway","2019",2391.5,2974.5,3669.4
"Estonia","Norway","2019",275.9,363.4,480.1
"Finland","Norway","2019",524.1,654.3,814.7
"France","Norway","2019",917.2,1189.8,1557.3
"Germany","Norway","2019",1651.5,2112.4,2774.1
"Greece","Norway","2019",730.8,963.5,1263.2
"Hungary","Norway","2019",336.5,438.7,576.6
"Iceland","Norway","2019",358.7,451.6,570.7
"Ireland","Norway","2019",149.5,199.4,264.7
"Italy","Norway","2019",832.8,1063.3,1365.9
"Latvia","Norway","2019",910.2,1184.7,1548.2
"Liechtenstein","Norway","2019",0.4,0.9,1.7
"Lithuania","Norway","2019",3047.8,3834.2,4892
"Luxembourg","Norway","2019",23.2,34.5,51.3
"Malta","Norway","2019",27,39.9,57.4
"Netherlands","Norway","2019",635.4,788.1,981.1
"Norway","Norway","2019",NA,NA,NA
"Poland","Norway","2019",6152.7,7928.7,10316.3
"Portugal","Norway","2019",467.9,617.3,808.9
"Romania","Norway","2019",1275.9,1661.2,2176.7
"Slovakia","Norway","2019",251,329.4,433.9
"Slovenia","Norway","2019",34.4,47.4,65.6
"Spain","Norway","2019",1769.7,2254.6,2894.9
"Sweden","Norway","2019",3752.7,4641.9,5746.8
"Switzerland","Norway","2019",319.5,397.2,493.4
"United Kingdom","Norway","2019",2273.3,2955.6,3842.8
"North Macedonia","Norway","2019",98.2,132.9,176.2
"Other Europe","Norway","2019",3384.8,4417.5,5772.5
"North Africa","Norway","2019",692.6,906.3,1186.5
"Sub-Saharan Africa","Norway","2019",3809.1,4938.8,6436
"West Asia","Norway","2019",2664.5,3452.2,4542.5
"East Asia","Norway","2019",945.3,1232.3,1605.9
"South-Southeast Asia","Norway","2019",6062.3,7889.3,10246.6
"North America and Oceania","Norway","2019",2227.3,2901.2,3804.9
"Latin America","Norway","2019",1299.8,1700.3,2222
"Austria","Poland","2019",2818.2,4407.4,6952.9
"Belgium","Poland","2019",2750.4,4186.5,6486.2
"Bulgaria","Poland","2019",770.3,1623.3,3346.6
"Croatia","Poland","2019",75.6,156.4,324.2
"Cyprus","Poland","2019",27.2,143,715.2
"Czechia","Poland","2019",445,2248.4,11252.8
"Denmark","Poland","2019",2131.5,2916.9,3998.8
"Estonia","Poland","2019",42.5,87.3,182.2
"Finland","Poland","2019",272.4,379.2,535.3
"France","Poland","2019",1741.3,2704.2,4220.2
"Germany","Poland","2019",6479.7,32299.6,165343.6
"Greece","Poland","2019",381.2,1916.5,9269
"Hungary","Poland","2019",191.5,960.8,4592.5
"Iceland","Poland","2019",972.8,1351.5,1883.5
"Ireland","Poland","2019",2142.7,6268.1,16888.1
"Italy","Poland","2019",4474,6950,10814.3
"Latvia","Poland","2019",76.8,384.8,1937.4
"Liechtenstein","Poland","2019",0.5,1.1,2.6
"Lithuania","Poland","2019",180.1,284,443.8
"Luxembourg","Poland","2019",31.4,161.1,790.1
"Malta","Poland","2019",7.8,37.8,191
"Netherlands","Poland","2019",6851.6,9454.1,13011.1
"Norway","Poland","2019",3094.8,4281.8,5964.7
"Poland","Poland","2019",NA,NA,NA
"Portugal","Poland","2019",51,260.1,1334.4
"Romania","Poland","2019",148,764,3864.6
"Slovakia","Poland","2019",179.4,360.1,740.2
"Slovenia","Poland","2019",50.4,79,124.3
"Spain","Poland","2019",3304.7,5115.2,7899.4
"Sweden","Poland","2019",1629.9,2256.2,3124.2
"Switzerland","Poland","2019",1594.4,2196,3029.9
"United Kingdom","Poland","2019",19311.1,36847.2,69749.8
"North Macedonia","Poland","2019",15.5,35.5,79.8
"Other Europe","Poland","2019",3926.8,35631.8,313186.5
"North Africa","Poland","2019",200.3,1760.2,14884.4
"Sub-Saharan Africa","Poland","2019",505.9,4261.2,36937.2
"West Asia","Poland","2019",666.7,6111.4,53637.5
"East Asia","Poland","2019",343.1,2873.8,24583.6
"South-Southeast Asia","Poland","2019",427.4,3963.9,31546.1
"North America and Oceania","Poland","2019",592.1,4903.4,44357.4
"Latin America","Poland","2019",324.4,2764.2,22814.6
"Austria","Portugal","2019",270.5,423.4,661.1
"Belgium","Portugal","2019",1527.2,2362,3626.1
"Bulgaria","Portugal","2019",743.6,1562.1,3170.1
"Croatia","Portugal","2019",17.9,36.8,75.4
"Cyprus","Portugal","2019",5,25.9,130
"Czechia","Portugal","2019",39.4,187.1,941.6
"Denmark","Portugal","2019",298.6,416.6,576.5
"Estonia","Portugal","2019",25.4,52.2,106.9
"Finland","Portugal","2019",96.5,138.2,199.2
"France","Portugal","2019",4172.3,6485.2,10269.1
"Germany","Portugal","2019",1721.2,8462.3,42404.5
"Greece","Portugal","2019",32.7,162.7,796.2
"Hungary","Portugal","2019",54.6,269.7,1330.2
"Iceland","Portugal","2019",71.1,103.1,148.4
"Ireland","Portugal","2019",192.9,516.2,1428.8
"Italy","Portugal","2019",2002.6,3124.2,4785.4
"Latvia","Portugal","2019",11,55.7,276.7
"Liechtenstein","Portugal","2019",13.1,21.6,36.1
"Lithuania","Portugal","2019",56.5,90.8,143.8
"Luxembourg","Portugal","2019",207.2,1023.8,5527.8
"Malta","Portugal","2019",5.6,26.8,131.3
"Netherlands","Portugal","2019",1285.2,1794.6,2484.7
"Norway","Portugal","2019",161.1,227.5,318.5
"Poland","Portugal","2019",67.1,331.9,1648.2
"Portugal","Portugal","2019",NA,NA,NA
"Romania","Portugal","2019",303.8,1517.9,7437
"Slovakia","Portugal","2019",19.7,43.1,94.5
"Slovenia","Portugal","2019",16.2,26.5,43
"Spain","Portugal","2019",6880.6,10803.3,16583.1
"Sweden","Portugal","2019",551,763.8,1053.1
"Switzerland","Portugal","2019",6783.6,9383.7,13014.1
"United Kingdom","Portugal","2019",2742.9,8854,30310.7
"North Macedonia","Portugal","2019",2.2,5.7,15.3
"Other Europe","Portugal","2019",331.5,2844.7,24417.2
"North Africa","Portugal","2019",75.8,640.6,5453.7
"Sub-Saharan Africa","Portugal","2019",1306.6,11273.2,103355.6
"West Asia","Portugal","2019",51.8,437.8,3822.8
"East Asia","Portugal","2019",197.2,1736.2,14904.2
"South-Southeast Asia","Portugal","2019",378,3247.5,28546.8
"North America and Oceania","Portugal","2019",321.3,2491.2,20291.4
"Latin America","Portugal","2019",3285.6,29217.2,279552.2
"Austria","Romania","2019",5198.3,8076.6,12718.6
"Belgium","Romania","2019",2631.6,4102.6,6334.9
"Bulgaria","Romania","2019",393,818.9,1732.4
"Croatia","Romania","2019",69,144.7,297.6
"Cyprus","Romania","2019",54,265.7,1304
"Czechia","Romania","2019",163.4,810,3975
"Denmark","Romania","2019",1673.7,2310.6,3197.2
"Estonia","Romania","2019",17.8,37,76.2
"Finland","Romania","2019",91.1,128.9,184.5
"France","Romania","2019",2336.4,3654,5678.7
"Germany","Romania","2019",1660.1,8792.2,44921.2
"Greece","Romania","2019",556.6,2749.3,14596.6
"Hungary","Romania","2019",1024.4,5259.5,26836.4
"Iceland","Romania","2019",35.1,51.6,76.4
"Ireland","Romania","2019",485.9,1356.1,3859.4
"Italy","Romania","2019",30518.3,47140.2,73713.4
"Latvia","Romania","2019",4.2,20.8,104
"Liechtenstein","Romania","2019",0.3,0.8,1.8
"Lithuania","Romania","2019",17.5,28.9,47.2
"Luxembourg","Romania","2019",9.4,46.3,226.7
"Malta","Romania","2019",6.7,33.4,161.3
"Netherlands","Romania","2019",1541,2128.1,2958.7
"Norway","Romania","2019",360.6,504.7,699.2
"Poland","Romania","2019",140,681.1,3531.3
"Portugal","Romania","2019",201.8,1056.1,5433.4
"Romania","Romania","2019",NA,NA,NA
"Slovakia","Romania","2019",91,184.2,377.7
"Slovenia","Romania","2019",60.5,96.1,152.9
"Spain","Romania","2019",41319.2,63698.7,98033.4
"Sweden","Romania","2019",404.6,561.9,781.6
"Switzerland","Romania","2019",785.4,1090.8,1498.7
"United Kingdom","Romania","2019",10786.9,23793,52016.1
"North Macedonia","Romania","2019",38.6,84.4,179.2
"Other Europe","Romania","2019",1250.6,10656.7,94871.4
"North Africa","Romania","2019",162.4,1515.9,13066
"Sub-Saharan Africa","Romania","2019",219.5,1927.5,17226
"West Asia","Romania","2019",587.1,4885.6,41432.9
"East Asia","Romania","2019",235.3,2102.5,19353.9
"South-Southeast Asia","Romania","2019",186.9,1504.2,14598.1
"North America and Oceania","Romania","2019",325.7,2826.4,23567.4
"Latin America","Romania","2019",249.1,2247.1,20638.5
"Austria","Slovakia","2019",2381.1,3609,5491.3
"Belgium","Slovakia","2019",285.6,440.7,664.7
"Bulgaria","Slovakia","2019",195.5,357.6,639.4
"Croatia","Slovakia","2019",175.7,315,572.9
"Cyprus","Slovakia","2019",45,88.4,175.3
"Czechia","Slovakia","2019",6632.6,12590.1,24108
"Denmark","Slovakia","2019",224.8,318.6,443.5
"Estonia","Slovakia","2019",17.5,32.5,59.5
"Finland","Slovakia","2019",30.3,44.8,66.6
"France","Slovakia","2019",272.2,416.1,633.2
"Germany","Slovakia","2019",1872.4,3495,6824
"Greece","Slovakia","2019",173,324.3,632.9
"Hungary","Slovakia","2019",1707,3360.3,6421.4
"Iceland","Slovakia","2019",50.3,72.4,103.5
"Ireland","Slovakia","2019",454.6,864.3,1665.6
"Italy","Slovakia","2019",997.8,1507.2,2344.6
"Latvia","Slovakia","2019",43.4,86.5,172.9
"Liechtenstein","Slovakia","2019",0.6,1.4,2.9
"Lithuania","Slovakia","2019",12.7,21,34.3
"Luxembourg","Slovakia","2019",26.4,52.3,103.2
"Malta","Slovakia","2019",18,36.8,73.3
"Netherlands","Slovakia","2019",335.7,467.1,646
"Norway","Slovakia","2019",255.8,353.6,491.4
"Poland","Slovakia","2019",734.4,1413.1,2732.2
"Portugal","Slovakia","2019",84.3,160.6,310.2
"Romania","Slovakia","2019",1026.4,1962.1,3704.6
"Slovakia","Slovakia","2019",NA,NA,NA
"Slovenia","Slovakia","2019",76,116.3,180.5
"Spain","Slovakia","2019",420.3,809.9,1567
"Sweden","Slovakia","2019",76.4,109.5,153.9
"Switzerland","Slovakia","2019",750.4,1027.3,1404
"United Kingdom","Slovakia","2019",2881.1,5432,10585
"North Macedonia","Slovakia","2019",26.7,45.8,76.2
"Other Europe","Slovakia","2019",1064.2,1746.9,2807.7
"North Africa","Slovakia","2019",58.3,97.1,159.2
"Sub-Saharan Africa","Slovakia","2019",36.6,62.4,108.4
"West Asia","Slovakia","2019",225.3,361.1,588.4
"East Asia","Slovakia","2019",123.4,205.9,329.5
"South-Southeast Asia","Slovakia","2019",131.6,215.5,351
"North America and Oceania","Slovakia","2019",665.8,1100.9,1784.5
"Latin America","Slovakia","2019",80.1,134.6,225.7
"Austria","Slovenia","2019",698.5,982.1,1389.5
"Belgium","Slovenia","2019",134.3,193.1,275.5
"Bulgaria","Slovenia","2019",421.4,646.5,998.1
"Croatia","Slovenia","2019",1381.3,2134.9,3245.8
"Cyprus","Slovenia","2019",6.1,10.4,17.5
"Czechia","Slovenia","2019",47.3,74.9,117.9
"Denmark","Slovenia","2019",37.9,52.8,72.4
"Estonia","Slovenia","2019",6.3,10.4,17.4
"Finland","Slovenia","2019",13.7,20.1,29.5
"France","Slovenia","2019",127.5,184.4,264
"Germany","Slovenia","2019",763.6,1178,1805
